Found numAxis:  3 in currentStep 0
Found NAXIS1 :  200 in currentStep 0
Found NAXIS2 :  200 in currentStep 0
Found NAXIS3 :  100 in currentStep 0

#Channel       Frequency       Mean        Std     Median      MADFM      1%ile        Min        Max
#                    MHz   mJy/beam   mJy/beam   mJy/beam   mJy/beam   mJy/beam   mJy/beam   mJy/beam
      72        1.000000      0.002      0.000      0.000      0.000      0.000     -2.100      2.520
      73        1.000000      0.007      0.000      0.000      0.000      0.000     -2.047      3.022
      74        1.000000      0.010      0.000      0.000      0.000      0.000     -2.160      2.992
      75        1.000000      0.013      0.000      0.000      0.000      0.000     -2.049      2.137
      76        1.000000      0.010      0.000      0.000      0.000      0.000     -2.169      2.218
      77        1.000000      0.001      0.000      0.000      0.000      0.000     -2.109      2.314
      78        1.000000     -0.002      0.000      0.000      0.000      0.000     -2.425      3.011
      79        1.000000      0.005      0.000      0.000      0.000      0.000     -1.989      3.281
      80        1.000000      0.009      0.000      0.000      0.000      0.000     -2.179      3.467
      81        1.000000      0.011      0.000      0.000      0.000      0.000     -2.136      3.945
      82        1.000000      0.014      0.000      0.000      0.000      0.000     -2.050      4.192
      83        1.000000      0.013      0.000      0.000      0.000      0.000     -1.938      5.195
      84        1.000000      0.011      0.000      0.000      0.000      0.000     -2.236      7.374
      85        1.000000      0.009      0.000      0.000      0.000      0.000     -2.305      8.109
      86        1.000000      0.005      0.000      0.000      0.000      0.000     -2.193      6.294
      87        1.000000      0.002      0.000      0.000      0.000      0.000     -1.928      3.236
      88        1.000000      0.001      0.000      0.000      0.000      0.000     -1.898      2.168
      89        1.000000      0.001      0.000      0.000      0.000      0.000     -2.399      2.308
      90        1.000000      0.003      0.000      0.000      0.000      0.000     -2.171      2.470
      91        1.000000      0.007      0.000      0.000      0.000      0.000     -2.094      2.080
      92        1.000000      0.007      0.000      0.000      0.000      0.000     -2.203      2.289
      93        1.000000      0.003      0.000      0.000      0.000      0.000     -2.171      1.981
      94        1.000000     -0.003      0.000      0.000      0.000      0.000     -2.141      1.960
      95        1.000000     -0.001      0.000      0.000      0.000      0.000     -2.028      1.884
      96        1.000000      0.007      0.000      0.000      0.000      0.000     -2.051      2.046
      97        1.000000      0.007      0.000      0.000      0.000      0.000     -1.991      2.283
      98        1.000000     -0.002      0.000      0.000      0.000      0.000     -1.986      1.904
      99        1.000000     -0.006      0.000      0.000      0.000      0.000     -1.985      1.950
